country_code,country_name,wb_income,wb_region,skill_group_id,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,net_per_10K_2019
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1735,280.06,133.75,15.94,33.74,-20.21
ec,Ecuador,Upper middle income,Latin America & Caribbean ,133,95.12,35.01,-38.83,-19.12,-19.94
ec,Ecuador,Upper middle income,Latin America & Caribbean ,154,129.17,84.43,21.06,29.01,-18.93
ec,Ecuador,Upper middle income,Latin America & Caribbean ,2597,134.54,53.98,12.34,12.75,-18.22
ec,Ecuador,Upper middle income,Latin America & Caribbean ,207,186.14,40.52,7.43,18.61,-17.71
ec,Ecuador,Upper middle income,Latin America & Caribbean ,59,117.32,41.07,37.11,0,-17
ec,Ecuador,Upper middle income,Latin America & Caribbean ,342,215.8,120.12,8.11,68.64,-13.85
ec,Ecuador,Upper middle income,Latin America & Caribbean ,49,144.1,84.82,-5.21,10.81,-12.29
ec,Ecuador,Upper middle income,Latin America & Caribbean ,4271,202.08,-2.5,48.15,41.77,-11.64
ec,Ecuador,Upper middle income,Latin America & Caribbean ,68,209.98,105.07,44.67,71.62,-8.8
ec,Ecuador,Upper middle income,Latin America & Caribbean ,2437,270.78,58.94,-52.15,9.64,-8.41
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1208,236.8,240.09,23.19,-39.92,-8.25
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1432,79.3,66.71,12.96,3.22,-7.32
ec,Ecuador,Upper middle income,Latin America & Caribbean ,921,325.42,238.7,129.84,133.08,-6.89
ec,Ecuador,Upper middle income,Latin America & Caribbean ,50061,278.71,69.6,40.65,43.64,-6.81
ec,Ecuador,Upper middle income,Latin America & Caribbean ,6874,258.2,50.15,60.65,94.15,-6.59
ec,Ecuador,Upper middle income,Latin America & Caribbean ,28976,140.78,88.19,0,-26.05,-6.01
ec,Ecuador,Upper middle income,Latin America & Caribbean ,7462,104.98,74.77,-60.93,-15.31,-5.55
ec,Ecuador,Upper middle income,Latin America & Caribbean ,559,94.31,85.65,50.58,41.99,-4.97
ec,Ecuador,Upper middle income,Latin America & Caribbean ,26209,143.2,71.07,37.07,36.66,-4.77
ec,Ecuador,Upper middle income,Latin America & Caribbean ,43756,64.49,60.81,-16.45,36.81,-4.69
ec,Ecuador,Upper middle income,Latin America & Caribbean ,340,106.9,123.38,11.6,34.08,-4.46
ec,Ecuador,Upper middle income,Latin America & Caribbean ,635,241.36,74.85,42.5,-64.54,-3.13
ec,Ecuador,Upper middle income,Latin America & Caribbean ,2186,212.91,173.77,51.22,45.21,-2.38
ec,Ecuador,Upper middle income,Latin America & Caribbean ,172,91.75,59.2,67.86,28,-1.31
ec,Ecuador,Upper middle income,Latin America & Caribbean ,976,104.63,154.78,1.8,-11.14,-1.3
ec,Ecuador,Upper middle income,Latin America & Caribbean ,311,40.93,77.15,-8.46,22.53,0
ec,Ecuador,Upper middle income,Latin America & Caribbean ,44,223.1,44.46,25.22,-72.17,0
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1724,159.32,129.94,33.17,-7.37,0
ec,Ecuador,Upper middle income,Latin America & Caribbean ,16681,179.55,58.2,119.5,101.23,0
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1989,334.36,154.13,93.69,-35.73,2.59
ec,Ecuador,Upper middle income,Latin America & Caribbean ,618,56.44,18.17,-5.06,-62.98,3.64
ec,Ecuador,Upper middle income,Latin America & Caribbean ,149,168.86,-23.1,10.05,-23.53,4.28
ec,Ecuador,Upper middle income,Latin America & Caribbean ,15663,143.12,97.26,-17.16,124.75,4.44
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1612,105.25,85.7,35.1,49.96,6.12
ec,Ecuador,Upper middle income,Latin America & Caribbean ,3139,296.59,423.48,-68.42,81.07,8.36
ec,Ecuador,Upper middle income,Latin America & Caribbean ,2265,164.31,112.23,-35.32,10.41,10.41
ec,Ecuador,Upper middle income,Latin America & Caribbean ,2548,375.37,87.16,68.09,68.23,10.5
ec,Ecuador,Upper middle income,Latin America & Caribbean ,344,124.8,75.39,21.7,53.33,13.15
ec,Ecuador,Upper middle income,Latin America & Caribbean ,764,233.63,-9.77,-8.65,26.57,14.09
ec,Ecuador,Upper middle income,Latin America & Caribbean ,8466,163.68,18.7,-105.21,26.34,14.27
ec,Ecuador,Upper middle income,Latin America & Caribbean ,135,120.96,125.72,35.35,46.78,14.35
ec,Ecuador,Upper middle income,Latin America & Caribbean ,176,214.04,114.7,43.14,40.48,15.94
ec,Ecuador,Upper middle income,Latin America & Caribbean ,43733,105.07,37.37,-123.87,-7.45,18.03
ec,Ecuador,Upper middle income,Latin America & Caribbean ,561,190.24,188.91,-5.14,-40.5,18.56
ec,Ecuador,Upper middle income,Latin America & Caribbean ,2917,120.39,76.1,97.43,9,18.62
ec,Ecuador,Upper middle income,Latin America & Caribbean ,236,132.45,52.83,25.88,61.67,19.91
ec,Ecuador,Upper middle income,Latin America & Caribbean ,506,91.46,73.15,-118.88,10.13,21.17
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1802,132.66,84.22,-37.38,0,21.21
ec,Ecuador,Upper middle income,Latin America & Caribbean ,4142,270.01,-274.43,74.46,133.52,22.77
ec,Ecuador,Upper middle income,Latin America & Caribbean ,781,154.49,51,43.83,-66.94,35.57
ec,Ecuador,Upper middle income,Latin America & Caribbean ,3399,97.53,52.08,56.77,107.35,41.34
ec,Ecuador,Upper middle income,Latin America & Caribbean ,3098,211.89,114.27,92.14,72.64,47.48
ec,Ecuador,Upper middle income,Latin America & Caribbean ,20344,282.64,145.04,37.75,48.07,48.87
ec,Ecuador,Upper middle income,Latin America & Caribbean ,10369,230.03,143.24,78.28,147.61,50.45
ec,Ecuador,Upper middle income,Latin America & Caribbean ,3668,340.25,354.42,0,130.77,59.36
ec,Ecuador,Upper middle income,Latin America & Caribbean ,4201,576.7,207.64,13,247.03,81.03
ec,Ecuador,Upper middle income,Latin America & Caribbean ,27096,0,166.51,-71.93,169.67,91.69
ec,Ecuador,Upper middle income,Latin America & Caribbean ,1104,372.38,-26.06,-51.75,92.08,92.39
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2407,-416.16,-478.66,-374.92,-462.05,-459.03
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2457,-252.1,-361.39,-259.76,-286.51,-312.1
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2425,-262.91,-553.51,-427.6,-503.61,-310.88
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2130,-406.15,-460.07,-373.53,-343.44,-307.33
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,50304,-325.56,-482.25,-328.67,-347.68,-303.22
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4142,-382.77,-368.33,-294.29,-275.46,-290.14
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,50321,-405.05,-425.93,-321.39,-297.18,-267.17
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3188,-332.96,-413.39,-250.45,-244.32,-256.46
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6544,-266.36,-111.92,-129.69,-143.22,-255.41
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2279,-288.62,-354.82,-273.75,-269.81,-244.36
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1208,-328.53,-338.97,-270.1,-273.48,-229.12
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6718,-221.2,-326.1,-256.16,-279.23,-227.1
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,764,-243.48,-326.75,-254.63,-231.77,-222.23
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,20157,-218.41,-249.78,-281.43,-139.45,-218.89
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,5385,-179.51,-397.97,-93.24,-91.62,-205.85
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1330,-165.94,-352.96,-161.31,-192.43,-204.8
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,25120,-333.75,-351.78,-268.78,-238.43,-202.38
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1572,-168.85,-166.98,-195.86,-239.94,-199.87
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1104,-245.43,-306.96,-242.97,-202.31,-199.57
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,979,-130.41,-266.4,-251.51,-120.99,-197.95
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2549,-372.96,-361.99,-327.68,-232.22,-193.57
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2091,-302,-331.12,-197.55,-237.1,-190.92
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1885,-229.05,-179.83,-254.64,-164.44,-185.74
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,895,-190.91,-295.14,-241.69,-137.47,-184.89
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,50061,-269.02,-312.92,-254.2,-207.52,-181.17
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1830,-103.78,-361.6,-162.3,-185.46,-179.33
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,994,-288.1,-326.27,-187.93,-206.79,-178.6
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,16681,-119.59,-303.93,-145.33,-160.88,-178.41
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,561,-318.36,-287.64,-218.02,-207.29,-178.1
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,50370,-315.19,-318.37,-219.83,-182.83,-169.68
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3455,-169.79,-203.35,-142.18,-184.48,-161.73
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,27096,-480.04,-303.85,-244.5,-152.58,-159.64
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2265,-335.69,-322.83,-237.01,-164.69,-154.18
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,354,-270.28,-387.12,-226.67,-181.65,-152.78
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2548,-285.22,-212.18,-262.69,-186.7,-152.5
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2614,-179.18,-223.95,-225.28,-279.32,-147.7
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3098,-174.92,-297.39,-155.68,-166.01,-143.03
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1724,-127.96,-325.1,-154.93,-188.79,-141.45
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,31090,-197.59,-380.87,-227.07,-151.05,-141.25
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1989,-327.13,-305.44,-205.79,-178.77,-140.09
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,314,-329.54,-352.4,-237.15,-192.91,-139.1
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2757,-225.39,-271.91,-146.8,-74.1,-138.05
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1017,-212.26,-275.04,-203.02,-136.41,-137.93
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4201,-125.9,-139.23,-103.02,-136.43,-130.86
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,332,-239.99,-130.51,-248.57,-134.06,-129.75
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4647,-161.93,-311.07,-234.4,-163.68,-128.46
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,827,-296.95,-321.29,-160.57,-106.47,-126.77
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4082,-266.33,-160.67,-134.89,-103.88,-125.56
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,25743,-273.07,-274.5,-176.21,-165.62,-125.29
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1790,-270.22,-203.05,-178.11,-158.5,-123.25
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,68,-281.1,-308.34,-206.1,-157.48,-122.5
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,10972,-93.21,-156.77,-102.21,-103.53,-119.98
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,236,-185.65,-242.69,-156.44,-140.31,-119.12
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,7218,-211.59,-380.62,-181.04,-170.02,-118.52
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3806,0,-677.23,-279.39,-123.65,-117.86
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3980,-346.27,-278.79,-143.69,-145.98,-117.67
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,586,-306.45,-257.07,-230.97,-155.36,-115.92
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,17320,-214.85,-167.31,-107.33,-95.47,-115.88
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,421,-169.17,-273.81,-185.01,-123.78,-115.09
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3252,-186.32,-280.44,-131.16,-121.29,-114.92
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1606,-175.6,-170.52,-117.24,-99.06,-113.17
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6517,-35.27,-343.67,-162.95,-128.43,-112.55
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,7462,-214.97,-196.6,-194.03,-122.1,-111.8
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2196,-130.08,-177.66,-172.6,-36.76,-109.79
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,781,-190.18,-286.74,-163.29,-153.49,-108.05
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,10369,-232.06,-331.09,-182.72,-157.07,-105.59
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1240,-210.18,-168.18,-145.42,-2.42,-104.82
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,15663,-157.42,-142,-90.78,-122.84,-103.21
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,193,-166.15,-231.61,-199.87,-149.82,-103.04
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,921,-213.14,-251.77,-159.77,-158.59,-102.49
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2247,-128.61,-182.19,-125.51,-124.09,-101.09
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2437,-314.84,-182.55,-211.32,-87.28,-100
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,599,-306.62,-345,-419.36,-102.23,-98.99
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,20581,-192.24,-315.57,-286.59,-103.12,-98.31
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,774,-227.3,-234.96,-150.98,-105.56,-96.48
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1871,-94.58,-191.02,-264.83,-140.21,-95.41
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4565,-402.88,-102.81,-162.23,-177.19,-94.91
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,86,-197.56,-216.48,-179.12,-143.83,-94.04
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3104,-175.3,-221.93,-141.04,-86.72,-93.8
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,340,-303.06,-194.49,-141.66,-23.65,-93.06
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1150,-243.72,-185.41,-91.07,-118.07,-93.01
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,506,-280.91,-216.12,-179.36,-87.81,-92.81
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3668,-251.53,-188.93,-135.01,-104.87,-90.85
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,149,-210.7,-261.44,-168.91,-162.78,-90.73
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2591,-292,-348.87,-157.17,-103.67,-89.98
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,911,-452.07,-204.24,-128.15,-142.14,-88.73
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4131,-295.11,-118.46,-102.62,-102.75,-88.61
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2263,-220.02,-251.93,-151.87,-137.06,-88.45
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,20194,-247.15,-197.11,-181.39,-78.99,-88.36
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4271,-175.78,-148.3,-125.64,-90.26,-86.97
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,135,-157.21,-192.44,-142.25,-104.73,-85.43
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,207,-118.29,-187.37,-135.15,-105.79,-85
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,12666,-95.24,-160.28,-105.94,-101.76,-81.28
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1530,-117.85,-200.44,-118.8,-100.42,-79.52
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,5587,-214.86,-160.12,-89.15,-69.93,-78.45
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,344,-199.21,-181.83,-97.83,-45.56,-78.09
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,176,-82,-155.84,-120.33,-104.04,-77.22
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,75,-150.54,-212.66,-149.41,-113.32,-77.19
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,441,-268.06,-267.39,-197.78,-120.93,-77.01
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,742,-196.08,-149.11,-136.25,-98.19,-76.41
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3399,-259.27,-190.55,-151.09,-44.6,-75.78
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,25045,-162.03,-161.42,-103.78,-40.77,-75.5
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,43726,-184.85,-119.87,-76.11,-74.51,-75.19
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,20344,-248.12,-307.2,-174.27,-165.74,-74.88
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,43756,-197.71,-225.39,-167.97,-76.58,-74.78
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1415,-233.02,-359.48,-161.03,-108.34,-73.9
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,554,-173.82,-207.91,-146.74,-48.75,-73.87
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,172,-191.14,-197.54,-131.39,-174.34,-73.81
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6639,-63.81,-144.16,-114.39,-68.28,-73.53
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,59,-176.22,-283.08,-154.28,-87.63,-73.03
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,17179,-183.25,-126.16,-96.24,-155.86,-72.61
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,12344,-52.92,-249.89,-108.72,-144.65,-72.17
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2794,-201.87,-361.61,-130.2,12.34,-70.35
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1836,-213.83,-258.09,-195.87,-127.63,-70.3
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2608,-227.07,-318.63,-306.59,-79.77,-67.61
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,634,-310.22,-214.3,-127.85,-104.84,-66.01
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,69,-209.47,-227.45,-178.36,-91.04,-64.54
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3139,-233.59,-58.81,-53.7,-82.99,-64.15
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2060,-223.16,-190.46,-128.92,-93.44,-61.98
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1838,-248,-137.45,-83.87,-55.26,-61.85
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1774,-209.3,-176.88,-165.63,-48.05,-61.24
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2382,-212.92,-110.46,-4.36,-127.19,-60.83
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,26209,-140.99,-179.19,-113.99,-88.38,-59.44
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1655,-59.45,-309.82,-343.41,-136.25,-57.96
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,210,-234.6,-175,-122.27,-100.28,-57.78
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,5785,-201.45,-115.96,-109.14,-77.19,-57.65
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1802,-219.74,-319.04,-153.18,-42.37,-56.9
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,11623,-95.19,-232.04,-136.02,-134.62,-56.78
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,264,-108.98,-110.41,-132.16,-72.81,-54.52
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,8466,-95.25,-143.06,-128.64,-36.96,-54.45
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1735,-198.84,-255.64,-238.09,-142.16,-54.34
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,11305,-213.46,-81.93,-32.21,-32.68,-54.31
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,635,-211.65,-266.67,-167.94,-87.55,-54.28
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,42956,-140.36,-101.81,-82.92,-60.26,-52.87
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,154,-172.35,-202.27,-128.66,-92.78,-52.37
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,482,-132.27,-197.49,-126.5,-116.69,-51.54
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2917,-292.74,-159.13,-150.86,-87.52,-51.1
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,11477,-215.55,-99.53,-149.86,-17.09,-51.06
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,559,-153.3,-180.99,-154.1,-88.58,-50.97
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1944,-262.28,-270.21,-167.11,-102.08,-48.75
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6189,-219.66,-280.84,-116.69,-148.61,-46.52
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6874,-179.55,-174.95,-112.44,-73.23,-46.4
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3748,-269.81,-186.22,-158.54,-37.88,-44.82
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2269,-239.66,-188.27,-119.6,-78.14,-44.57
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,45513,-130.11,-185.2,-115.43,-86.14,-42.91
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,158,-259.29,-244.96,-154.83,-73.54,-42.67
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2420,-146.61,-269.88,-229.67,-186.49,-42.53
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1235,-152.34,-108.28,43.9,-46.96,-42.23
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2186,-202.75,-151.63,-103.11,-67.26,-38.85
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2597,-172.18,-187.5,-113.32,-73.1,-38.72
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1225,-280.96,-317.15,-179.73,-81.6,-38.53
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3086,-167.07,-195.41,-86.09,-110.89,-37.22
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,49,-184.48,-173.87,-116.79,-67.43,-34.2
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2935,-248.56,-53.75,-19.05,-63.11,-34.11
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,785,-194.63,-228.1,-171.41,-121.1,-32.03
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2521,-379.04,-434.56,-182.03,-128.5,-31.7
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1379,-264.85,-295.63,-163.07,-71.13,-30.32
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,342,-220.72,-189.19,-142.11,-47.18,-28.48
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1432,-181.36,-170.24,-83.34,-67.08,-27.39
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,44,-171.25,-183.78,-116.04,-51.44,-27
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,256,-197.19,-186.26,-105.18,-61.15,-25.75
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,9985,-319.46,-141.2,-83.05,-53.11,-25.14
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,311,-189.85,-190.79,-80.41,-85.54,-24.45
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,976,-200.72,-128.17,-107.57,-74.92,-23.47
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,666,-209.93,-222.79,-137.38,-79.44,-21.49
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,123,-167.29,-172.58,-135.85,-42.78,-19.77
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,987,-202.65,-189.98,-78.33,-69.03,-18.21
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,28976,-179.79,-274,-138.64,-52.85,-18.05
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,8798,-232.81,-88.34,-61.71,-2.01,-15.49
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,5457,-179.63,-169.27,-92.75,-65.61,-12.8
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1612,-197.3,-117.34,-104.49,-57.95,-6.07
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,12628,-265.11,-119.17,-58.44,-37.46,-5.88
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4020,-266.27,-200.94,-54.57,-31.53,-5.85
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,337,-214.54,-207.56,-59.25,-76.18,-5.47
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2776,-143.89,-335.7,-122.64,-3.54,-3.34
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,613,-211.1,-107.27,-52.69,-5.16,-0.44
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,43733,-82.49,-256.36,-208.42,-33.26,2.06
